2026-02-23 22:53:40 | ERROR    | AIPipeline | rtsp_rev.py:54 | [RTSPProducer] Empty frame received. Triggering reconnection...
2026-02-23 23:16:38 | ERROR    | AIPipeline | task_manager.py:91 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:16:39 | ERROR    | AIPipeline | task_manager.py:91 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:16:40 | ERROR    | AIPipeline | task_manager.py:91 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:16:47 | ERROR    | AIPipeline | ocr_task.py:51 | [OCRTask] Model files missing. Please check model_dir: MissionAI/models/digital_gauge_model/best_model.pt
2026-02-23 23:16:48 | ERROR    | AIPipeline | task_manager.py:91 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:16:48 | ERROR    | AIPipeline | task_manager.py:91 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:16:49 | ERROR    | AIPipeline | task_manager.py:91 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:16:50 | ERROR    | AIPipeline | task_manager.py:91 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:16:51 | ERROR    | AIPipeline | task_manager.py:91 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:16:52 | ERROR    | AIPipeline | task_manager.py:91 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:13 | ERROR    | AIPipeline | ocr_task.py:51 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/best_model.pt
2026-02-23 23:20:14 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:14 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:15 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:16 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:17 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:18 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:19 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:20 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:21 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:22 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:23 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:24 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:25 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:26 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:27 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:28 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:29 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:30 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:31 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:32 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:33 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:34 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:35 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:36 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:37 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:38 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:39 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:40 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:41 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:42 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:43 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:44 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:45 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:46 | ERROR    | AIPipeline | task_manager.py:87 | [TaskManager] Critical error in AI loop: cannot access local variable 'cls_id' where it is not associated with a value
2026-02-23 23:20:52 | ERROR    | AIPipeline | ocr_task.py:51 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/best_model.pt
2026-02-23 23:23:42 | ERROR    | AIPipeline | ocr_task.py:51 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/best_model.pt
2026-02-23 23:24:37 | ERROR    | AIPipeline | ocr_task.py:51 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/best_model.pt
2026-02-23 23:27:15 | ERROR    | AIPipeline | ocr_task.py:51 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/best_model.pt
2026-02-23 23:27:30 | ERROR    | AIPipeline | ocr_task.py:51 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/best_model.pt
2026-02-23 23:27:54 | ERROR    | AIPipeline | ocr_task.py:51 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/best_model.pt
2026-02-23 23:28:34 | ERROR    | AIPipeline | ocr_task.py:51 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/best_model.pt
2026-02-23 23:38:20 | ERROR    | AIPipeline | ocr_task.py:67 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/best_model.pt
2026-02-23 23:38:43 | ERROR    | AIPipeline | ocr_task.py:67 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/best_model.pt
2026-02-23 23:39:12 | ERROR    | AIPipeline | ocr_task.py:67 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/best_model.pt
2026-02-23 23:40:49 | ERROR    | AIPipeline | ocr_task.py:67 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/best_model.pt
2026-02-23 23:41:48 | ERROR    | AIPipeline | ocr_task.py:67 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/best_model.pt
2026-02-23 23:42:48 | ERROR    | AIPipeline | ocr_task.py:67 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/best_model.pt
2026-02-23 23:43:23 | ERROR    | AIPipeline | ocr_task.py:67 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/best_model.pt
2026-02-23 23:45:35 | ERROR    | AIPipeline | ocr_task.py:67 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/ocr/best_model.pt
2026-02-23 23:46:27 | ERROR    | AIPipeline | ocr_task.py:67 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/ocr/best_model.pt
2026-02-23 23:47:06 | ERROR    | AIPipeline | ocr_task.py:67 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/ocr/best_model.pt
2026-02-23 23:47:55 | ERROR    | AIPipeline | ocr_task.py:67 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/ocr/best_model.pt
2026-02-23 23:48:30 | ERROR    | AIPipeline | ocr_task.py:68 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/ocr/best_model.pt
2026-02-23 23:48:50 | ERROR    | AIPipeline | ocr_task.py:68 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/ocr/best_model.pt
2026-02-23 23:50:07 | ERROR    | AIPipeline | ocr_task.py:68 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/ocr/best_model.pt
2026-02-23 23:51:01 | ERROR    | AIPipeline | ocr_task.py:68 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/ocr/best_model.pt
2026-02-23 23:52:36 | ERROR    | AIPipeline | ocr_task.py:68 | [OCRTask] Model files missing. Please check model_dir: models/digital_gauge_model/ocr/best_model.pt
2026-02-24 10:42:57 | ERROR    | AIPipeline | classification_task.py:59 | [ClassificationTask] Failed to initialize model: Error(s) in loading state_dict for PrototypicalNetworks:
	Missing key(s) in state_dict: "backbone.conv1.weight", "backbone.bn1.weight", "backbone.bn1.bias", "backbone.bn1.running_mean", "backbone.bn1.running_var", "backbone.layer1.0.conv1.weight", "backbone.layer1.0.bn1.weight", "backbone.layer1.0.bn1.bias", "backbone.layer1.0.bn1.running_mean", "backbone.layer1.0.bn1.running_var", "backbone.layer1.0.conv2.weight", "backbone.layer1.0.bn2.weight", "backbone.layer1.0.bn2.bias", "backbone.layer1.0.bn2.running_mean", "backbone.layer1.0.bn2.running_var", "backbone.layer1.1.conv1.weight", "backbone.layer1.1.bn1.weight", "backbone.layer1.1.bn1.bias", "backbone.layer1.1.bn1.running_mean", "backbone.layer1.1.bn1.running_var", "backbone.layer1.1.conv2.weight", "backbone.layer1.1.bn2.weight", "backbone.layer1.1.bn2.bias", "backbone.layer1.1.bn2.running_mean", "backbone.layer1.1.bn2.running_var", "backbone.layer2.0.conv1.weight", "backbone.layer2.0.bn1.weight", "backbone.layer2.0.bn1.bias", "backbone.layer2.0.bn1.running_mean", "backbone.layer2.0.bn1.running_var", "backbone.layer2.0.conv2.weight", "backbone.layer2.0.bn2.weight", "backbone.layer2.0.bn2.bias", "backbone.layer2.0.bn2.running_mean", "backbone.layer2.0.bn2.running_var", "backbone.layer2.0.downsample.0.weight", "backbone.layer2.0.downsample.1.weight", "backbone.layer2.0.downsample.1.bias", "backbone.layer2.0.downsample.1.running_mean", "backbone.layer2.0.downsample.1.running_var", "backbone.layer2.1.conv1.weight", "backbone.layer2.1.bn1.weight", "backbone.layer2.1.bn1.bias", "backbone.layer2.1.bn1.running_mean", "backbone.layer2.1.bn1.running_var", "backbone.layer2.1.conv2.weight", "backbone.layer2.1.bn2.weight", "backbone.layer2.1.bn2.bias", "backbone.layer2.1.bn2.running_mean", "backbone.layer2.1.bn2.running_var", "backbone.layer3.0.conv1.weight", "backbone.layer3.0.bn1.weight", "backbone.layer3.0.bn1.bias", "backbone.layer3.0.bn1.running_mean", "backbone.layer3.0.bn1.running_var", "backbone.layer3.0.conv2.weight", "backbone.layer3.0.bn2.weight", "backbone.layer3.0.bn2.bias", "backbone.layer3.0.bn2.running_mean", "backbone.layer3.0.bn2.running_var", "backbone.layer3.0.downsample.0.weight", "backbone.layer3.0.downsample.1.weight", "backbone.layer3.0.downsample.1.bias", "backbone.layer3.0.downsample.1.running_mean", "backbone.layer3.0.downsample.1.running_var", "backbone.layer3.1.conv1.weight", "backbone.layer3.1.bn1.weight", "backbone.layer3.1.bn1.bias", "backbone.layer3.1.bn1.running_mean", "backbone.layer3.1.bn1.running_var", "backbone.layer3.1.conv2.weight", "backbone.layer3.1.bn2.weight", "backbone.layer3.1.bn2.bias", "backbone.layer3.1.bn2.running_mean", "backbone.layer3.1.bn2.running_var", "backbone.layer4.0.conv1.weight", "backbone.layer4.0.bn1.weight", "backbone.layer4.0.bn1.bias", "backbone.layer4.0.bn1.running_mean", "backbone.layer4.0.bn1.running_var", "backbone.layer4.0.conv2.weight", "backbone.layer4.0.bn2.weight", "backbone.layer4.0.bn2.bias", "backbone.layer4.0.bn2.running_mean", "backbone.layer4.0.bn2.running_var", "backbone.layer4.0.downsample.0.weight", "backbone.layer4.0.downsample.1.weight", "backbone.layer4.0.downsample.1.bias", "backbone.layer4.0.downsample.1.running_mean", "backbone.layer4.0.downsample.1.running_var", "backbone.layer4.1.conv1.weight", "backbone.layer4.1.bn1.weight", "backbone.layer4.1.bn1.bias", "backbone.layer4.1.bn1.running_mean", "backbone.layer4.1.bn1.running_var", "backbone.layer4.1.conv2.weight", "backbone.layer4.1.bn2.weight", "backbone.layer4.1.bn2.bias", "backbone.layer4.1.bn2.running_mean", "backbone.layer4.1.bn2.running_var". 
